show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,year_added,month_added,min_duration,seasons,content_age,content_segment,audience_segment,release_lag,movie_id,metadata,era,genre_count,cast_count
s1247,Movie,The Prince and the Pauper,Don Chaffey,"Guy Williams, Laurence Naismith, Donald Houston, Sean Scully, Niall MacGinnis, Geoffrey Keen",United Kingdom,2019-11-12,1962,G,94 min,"Action-Adventure, Coming of Age, Family","After meeting his lookalike, a prince trades places with a pauper. See details for advisory.",2019,11,94,,59,Legacy,Kids,57,1247,"Action-Adventure, Coming of Age, Family Don Chaffey Guy Williams, Laurence Naismith, Donald Houston, Sean Scully, Niall MacGinnis, Geoffrey Keen United Kingdom After meeting his lookalike, a prince trades places with a pauper. See details for advisory.",Classic,3,6
s1248,Movie,The Princess and the Frog,"John Musker, Ron Clements","Anika Rose, Bruno Campos, Keith David, Michael-Leon Wooley, Jennifer Cody, Jim Cummings",United States,2019-11-12,2009,G,99 min,"Animation, Comedy, Family",A fateful kiss with a frog sends Tiana on a mystical bayou adventure.,2019,11,99,,12,Legacy,Kids,10,1248,"Animation, Comedy, Family John Musker, Ron Clements Anika Rose, Bruno Campos, Keith David, Michael-Leon Wooley, Jennifer Cody, Jim Cummings United States A fateful kiss with a frog sends Tiana on a mystical bayou adventure.",Modern,3,6
s1249,Movie,The Princess Diaries,Garry Marshall,"Anne Hathaway, Heather Matarazzo, Hector Elizondo, Mandy Moore, Caroline Goodall, Robert Schwartzman","United States, United Kingdom",2019-11-12,2001,G,116 min,"Comedy, Coming of Age, Family",A teenager discovers that she is the princess of a small European country.,2019,11,116,,20,Legacy,Kids,18,1249,"Comedy, Coming of Age, Family Garry Marshall Anne Hathaway, Heather Matarazzo, Hector Elizondo, Mandy Moore, Caroline Goodall, Robert Schwartzman United States, United Kingdom A teenager discovers that she is the princess of a small European country.",Modern,3,6
s1250,Movie,The Princess Diaries 2: Royal Engagement,Garry Marshall,"Anne Hathaway, Heather Matarazzo, John Rhys-Davies, Chris Pine, Callum Blue, Kathleen Marshall",United States,2019-11-12,2004,G,114 min,"Comedy, Family, Romance",Princess Mia has 30 days to find a husband... or she can't become queen.,2019,11,114,,17,Legacy,Kids,15,1250,"Comedy, Family, Romance Garry Marshall Anne Hathaway, Heather Matarazzo, John Rhys-Davies, Chris Pine, Callum Blue, Kathleen Marshall United States Princess Mia has 30 days to find a husband... or she can't become queen.",Modern,3,6
s1251,Movie,The Proud Family Movie,Bruce Smith,"Tommy Davidson, Kyla Pratt, Paula Parker, Jo Payton, Orlando Brown, Soleil Frye",United States,2019-11-12,2005,TV-G,95 min,"Animation, Comedy, Family",Penny's boring family vacation becomes a mysterious island adventure.,2019,11,95,,16,Legacy,Family,14,1251,"Animation, Comedy, Family Bruce Smith Tommy Davidson, Kyla Pratt, Paula Parker, Jo Payton, Orlando Brown, Soleil Frye United States Penny's boring family vacation becomes a mysterious island adventure.",Modern,3,6
s1252,Movie,The Reluctant Dragon,Alfred Werker,"Robert Benchley, Gerald Mohr, Alan Ladd, Florence Gill, Frances Gifford, Buddy Pepper",United States,2019-11-12,1941,G,74 min,"Animation, Comedy, Family",Robert Benchley gives a behind-the-scenes look at how animation is created.,2019,11,74,,80,Legacy,Kids,78,1252,"Animation, Comedy, Family Alfred Werker Robert Benchley, Gerald Mohr, Alan Ladd, Florence Gill, Frances Gifford, Buddy Pepper United States Robert Benchley gives a behind-the-scenes look at how animation is created.",Classic,3,6
s1253,TV Show,The Replacements,,"Nancy Cartwright, Grey DeLisle, Kath Soucie, Daran Norris, David McCallum, Jeff Bennett",United States,2019-11-12,2006,TV-G,1 Season,"Animation, Comedy, Family","Riley and Todd, can replace any adult in their life by making a simple call to the Fleemco company.",2019,11,,,15,Legacy,Family,13,1253,"Animation, Comedy, Family  Nancy Cartwright, Grey DeLisle, Kath Soucie, Daran Norris, David McCallum, Jeff Bennett United States Riley and Todd, can replace any adult in their life by making a simple call to the Fleemco company.",Modern,3,6
s1254,Movie,The Rescuers,"Wolfgang Reitherman, John Lounsbery, Art Stevens","Bob Newhart, Eva Gabor, Geraldine Page, Joe Flynn, Jeanette Nolan, Pat Buttram",United States,2019-11-12,1977,G,78 min,"Action-Adventure, Animation, Comedy",Two mice rush to help an orphan girl in the clutches of an evil woman.,2019,11,78,,44,Legacy,Kids,42,1254,"Action-Adventure, Animation, Comedy Wolfgang Reitherman, John Lounsbery, Art Stevens Bob Newhart, Eva Gabor, Geraldine Page, Joe Flynn, Jeanette Nolan, Pat Buttram United States Two mice rush to help an orphan girl in the clutches of an evil woman.",Classic,3,6
s1255,Movie,The Rescuers Down Under,"Hendel Butoy, Mike Gabriel","Bob Newhart, Eva Gabor, John Candy, Tristan Rogers, Adam Ryen, Wayne Robson",United States,2019-11-12,1990,G,78 min,"Action-Adventure, Animation, Family",Bernard and Bianca race to Australia to save a boy from a vile poacher.,2019,11,78,,31,Legacy,Kids,29,1255,"Action-Adventure, Animation, Family Hendel Butoy, Mike Gabriel Bob Newhart, Eva Gabor, John Candy, Tristan Rogers, Adam Ryen, Wayne Robson United States Bernard and Bianca race to Australia to save a boy from a vile poacher.",Modern,3,6
s1256,Movie,The Rookie,John Hancock,"Dennis Quaid, Rachel Griffiths, Jay Hernandez, Beth Grant, Angus Jones, Brian Cox",United States,2019-11-12,2002,G,129 min,"Biographical, Family, Sports",A high school baseball coach gets a second chance as a big-league pitcher.,2019,11,129,,19,Legacy,Kids,17,1256,"Biographical, Family, Sports John Hancock Dennis Quaid, Rachel Griffiths, Jay Hernandez, Beth Grant, Angus Jones, Brian Cox United States A high school baseball coach gets a second chance as a big-league pitcher.",Modern,3,6
s1257,Movie,The Santa Clause,John Pasquin,"Tim Allen, Judge Reinhold, Wendy Crewson, Eric Lloyd, David Krumholtz, Larry Brandenburg","United States, Canada",2019-11-12,1994,PG,98 min,"Comedy, Family, Fantasy",A bizarre twist of fate transforms a divorced dad into the new Santa.,2019,11,98,,27,Legacy,Family,25,1257,"Comedy, Family, Fantasy John Pasquin Tim Allen, Judge Reinhold, Wendy Crewson, Eric Lloyd, David Krumholtz, Larry Brandenburg United States, Canada A bizarre twist of fate transforms a divorced dad into the new Santa.",Modern,3,6
s1258,Movie,The Santa Clause 2,Michael Lembeck,"Tim Allen, Judge Reinhold, Wendy Crewson, Elizabeth Mitchell, David Krumholtz, Eric Lloyd","United States, Canada",2019-11-12,2002,G,106 min,"Comedy, Family, Fantasy",Scott Calvin must get married by Christmas Eve or lose his title as Santa.,2019,11,106,,19,Legacy,Kids,17,1258,"Comedy, Family, Fantasy Michael Lembeck Tim Allen, Judge Reinhold, Wendy Crewson, Elizabeth Mitchell, David Krumholtz, Eric Lloyd United States, Canada Scott Calvin must get married by Christmas Eve or lose his title as Santa.",Modern,3,6
s1259,Movie,The Santa Clause 3: The Escape Clause,Michael Lembeck,"Tim Allen, Elizabeth Mitchell, Judge Reinhold, Wendy Crewson, Ann-Margret , Eric Lloyd","United States, Canada",2019-11-12,2006,G,94 min,"Comedy, Family, Fantasy",The holidays take a chaotic turn when Jack Frost puts a freeze on Christmas.,2019,11,94,,15,Legacy,Kids,13,1259,"Comedy, Family, Fantasy Michael Lembeck Tim Allen, Elizabeth Mitchell, Judge Reinhold, Wendy Crewson, Ann-Margret , Eric Lloyd United States, Canada The holidays take a chaotic turn when Jack Frost puts a freeze on Christmas.",Modern,3,6
s1260,Movie,The Scream Team,Stuart Gillard,"Mark Rendall, Kat Dennings, Robert Bockstael, Eric Idle, Tommy Davidson, Gary Reineke",United States,2019-11-12,2002,TV-PG,88 min,"Comedy, Fantasy",Ian and Claire Carlyle discover that ghosts really do exist!,2019,11,88,,19,Legacy,Teen,17,1260,"Comedy, Fantasy Stuart Gillard Mark Rendall, Kat Dennings, Robert Bockstael, Eric Idle, Tommy Davidson, Gary Reineke United States Ian and Claire Carlyle discover that ghosts really do exist!",Modern,2,6
s1261,Movie,The Secret of the Magic Gourd,"朱家欣 , 钟智行","劳奕嘉 , 朱祺隆 , 郭凯敏 , 郑嘉昊 , 孟谦 , 陈佩斯","China, Hong Kong, United States",2019-11-12,2009,G,84 min,Fantasy,A boy's world is turned upside down when he hooks a wish-granting gourd.,2019,11,84,,12,Legacy,Kids,10,1261,"Fantasy 朱家欣 , 钟智行 劳奕嘉 , 朱祺隆 , 郭凯敏 , 郑嘉昊 , 孟谦 , 陈佩斯 China, Hong Kong, United States A boy's world is turned upside down when he hooks a wish-granting gourd.",Modern,1,6
s1262,Movie,The Shaggy D.A.,Robert Stevenson,"Dean Jones, Tim Conway, Suzanne Pleshette, Keenan Wynn, Jo Worley, Dick Van Patten",United States,2019-11-12,1976,G,92 min,"Comedy, Family, Fantasy",A District Attorney candidate finds himself transformed into a sheepdog.,2019,11,92,,45,Legacy,Kids,43,1262,"Comedy, Family, Fantasy Robert Stevenson Dean Jones, Tim Conway, Suzanne Pleshette, Keenan Wynn, Jo Worley, Dick Van Patten United States A District Attorney candidate finds himself transformed into a sheepdog.",Classic,3,6
s1263,Movie,The Shaggy Dog,Charles Barton,"Fred MacMurray, Jean Hagen, Tommy Kirk, Annette Funicello, Tim Considine, Kevin Corcoran",United States,2019-11-12,1959,G,102 min,"Comedy, Family, Fantasy",A magical ring transforms a teenager into a lumbering sheepdog.,2019,11,102,,62,Legacy,Kids,60,1263,"Comedy, Family, Fantasy Charles Barton Fred MacMurray, Jean Hagen, Tommy Kirk, Annette Funicello, Tim Considine, Kevin Corcoran United States A magical ring transforms a teenager into a lumbering sheepdog.",Classic,3,6
s1264,Movie,The Sign of Zorro,"Lewis Foster, Norman Foster","Guy Williams, George Lewis, Gene Sheldon, Henry Calvin, Tony Russo, John Dehner",United States,2019-11-12,1960,G,90 min,"Action-Adventure, Drama, Family",Don Diego dons the mask of Zorro to free his town from a dictator. See details for advisory.,2019,11,90,,61,Legacy,Kids,59,1264,"Action-Adventure, Drama, Family Lewis Foster, Norman Foster Guy Williams, George Lewis, Gene Sheldon, Henry Calvin, Tony Russo, John Dehner United States Don Diego dons the mask of Zorro to free his town from a dictator. See details for advisory.",Classic,3,6
s1265,Movie,The Simple Things,Charles Nichols,,United States,2019-11-12,1953,TV-G,8 min,"Animation, Comedy, Family",Mickey and Pluto go fishing at the beach. See details for advisory.,2019,11,8,,68,Legacy,Family,66,1265,"Animation, Comedy, Family Charles Nichols  United States Mickey and Pluto go fishing at the beach. See details for advisory.",Classic,3,1
s1266,Movie,The Sound of Music,Robert Wise,"Julie Andrews, Christopher Plummer, Richard Haydn, Peggy Wood, Evadne Baker, Portia Nelson",United States,2019-11-12,1965,G,175 min,"Biographical, Family, Historical",A governess wins the hearts of many and leads the Von Trapp family to their 1938 flight to freedom.,2019,11,175,,56,Legacy,Kids,54,1266,"Biographical, Family, Historical Robert Wise Julie Andrews, Christopher Plummer, Richard Haydn, Peggy Wood, Evadne Baker, Portia Nelson United States A governess wins the hearts of many and leads the Von Trapp family to their 1938 flight to freedom.",Classic,3,6
s1267,Movie,The Story of Robin Hood And His Merrie Men,Ken Annakin,"Richard Todd, Joan Rice, Peter Finch, James Hayter, Martita Hunt, James Justice",United Kingdom,2019-11-12,1952,PG,84 min,"Action-Adventure, Family",Prince John conspires to gain power when King Richard leaves England.,2019,11,84,,69,Legacy,Family,67,1267,"Action-Adventure, Family Ken Annakin Richard Todd, Joan Rice, Peter Finch, James Hayter, Martita Hunt, James Justice United Kingdom Prince John conspires to gain power when King Richard leaves England.",Classic,2,6
s1268,Movie,The Strongest Man in the World,Vincent McEveety,"Kurt Russell, Joe Flynn, Eve Arden, Cesar Romero, Phil Silvers, Dick Van Patten",United States,2019-11-12,1975,G,92 min,"Comedy, Family, Science Fiction",A college science wiz gains super strength in a lab accident. See details for advisory.,2019,11,92,,46,Legacy,Kids,44,1268,"Comedy, Family, Science Fiction Vincent McEveety Kurt Russell, Joe Flynn, Eve Arden, Cesar Romero, Phil Silvers, Dick Van Patten United States A college science wiz gains super strength in a lab accident. See details for advisory.",Classic,3,6
s1269,Movie,The Suite Life Movie,Sean McNamara,"Cole Sprouse, Dylan Sprouse, Brenda Song, Debby Ryan, Matthew Timmons, John Ducey",United States,2019-11-12,2011,TV-G,81 min,"Comedy, Coming of Age",Zack and Cody become truly connected after joining a twin research study.,2019,11,81,,10,Recent,Family,8,1269,"Comedy, Coming of Age Sean McNamara Cole Sprouse, Dylan Sprouse, Brenda Song, Debby Ryan, Matthew Timmons, John Ducey United States Zack and Cody become truly connected after joining a twin research study.",Recent,2,6
s1270,TV Show,The Suite Life of Zack & Cody,,"Cole Sprouse, Dylan Sprouse, Brenda Song, Ashley Tisdale, Phill Lewis, Kim Rhodes",United States,2019-11-12,2004,TV-G,3 Seasons,"Action-Adventure, Comedy, Coming of Age",Twin brothers Zack and Cody get to live with their single mom in Boston's swankiest hotel.,2019,11,,3 Seasons,17,Legacy,Family,15,1270,"Action-Adventure, Comedy, Coming of Age  Cole Sprouse, Dylan Sprouse, Brenda Song, Ashley Tisdale, Phill Lewis, Kim Rhodes United States Twin brothers Zack and Cody get to live with their single mom in Boston's swankiest hotel.",Modern,3,6
s1271,TV Show,The Suite Life On Deck,,"Cole Sprouse, Dylan Sprouse, Brenda Song, Debby Ryan, Phill Lewis",United States,2019-11-12,2008,TV-G,3 Seasons,"Action-Adventure, Comedy, Coming of Age","Zack and Cody Martin are aboard the SS Tipton, a luxury passenger cruise liner.",2019,11,,3 Seasons,13,Legacy,Family,11,1271,"Action-Adventure, Comedy, Coming of Age  Cole Sprouse, Dylan Sprouse, Brenda Song, Debby Ryan, Phill Lewis United States Zack and Cody Martin are aboard the SS Tipton, a luxury passenger cruise liner.",Modern,3,5
s1272,Movie,The Swap,Jay Karas,"Peyton List, Jacob Bertrand, Darrin Rose, Claire Rankin, Callan Potter, Jesse Bostick",United States,2019-11-12,2016,TV-G,91 min,"Comedy, Coming of Age, Fantasy",Classmates Ellie and Jack unexplainably trigger a real-life body swap.,2019,11,91,,5,Recent,Family,3,1272,"Comedy, Coming of Age, Fantasy Jay Karas Peyton List, Jacob Bertrand, Darrin Rose, Claire Rankin, Callan Potter, Jesse Bostick United States Classmates Ellie and Jack unexplainably trigger a real-life body swap.",Recent,3,6
s1273,Movie,The Thirteenth Year,Duwayne Dunham,"Chez Starbuck, Dave Coulier, Lisa Sullivan, Justin Ross, Courtnee Draper, Tim Redwine",United States,2019-11-12,1999,TV-G,89 min,"Coming of Age, Fantasy",Cody learns he can communicate with fish as he nears his 13th birthday.,2019,11,89,,22,Legacy,Family,20,1273,"Coming of Age, Fantasy Duwayne Dunham Chez Starbuck, Dave Coulier, Lisa Sullivan, Justin Ross, Courtnee Draper, Tim Redwine United States Cody learns he can communicate with fish as he nears his 13th birthday.",Modern,2,6
s1274,Movie,The Three Caballeros,"Norman Ferguson, Clyde Geronimi, Jack Kinney","Aurora Miranda, Carmen Molina, Sterling Holloway, Clarence Nash, Joaquin Garay, Jose Oliveira",United States,2019-11-12,1945,G,72 min,"Animation, Family, Musical",Magical gifts from his friends send Donald on a musical journey. See details for advisory.,2019,11,72,,76,Legacy,Kids,74,1274,"Animation, Family, Musical Norman Ferguson, Clyde Geronimi, Jack Kinney Aurora Miranda, Carmen Molina, Sterling Holloway, Clarence Nash, Joaquin Garay, Jose Oliveira United States Magical gifts from his friends send Donald on a musical journey. See details for advisory.",Classic,3,6
s1275,Movie,The Three Musketeers,Stephen Herek,"Charlie Sheen, Kiefer Sutherland, Chris O'Donnell, Oliver Platt, Tim Curry, Rebecca De Mornay","Austria, United Kingdom, United States",2019-11-12,1993,PG,106 min,"Action-Adventure, Comedy, Family",Three loyal swordsmen and an eager recruit unite to protect the King.,2019,11,106,,28,Legacy,Family,26,1275,"Action-Adventure, Comedy, Family Stephen Herek Charlie Sheen, Kiefer Sutherland, Chris O'Donnell, Oliver Platt, Tim Curry, Rebecca De Mornay Austria, United Kingdom, United States Three loyal swordsmen and an eager recruit unite to protect the King.",Modern,3,6
s1276,Movie,The Tigger Movie,Jun Falkenstein,"Jim Cummings, Nikita Hopkins, Ken Sansom, John Fiedler, Peter Cullen, Andre Stojka","United States, Japan",2019-11-12,2000,G,81 min,"Action-Adventure, Animation, Kids",Tigger goes looking through the Hundred Acre Wood to find his family.,2019,11,81,,21,Legacy,Kids,19,1276,"Action-Adventure, Animation, Kids Jun Falkenstein Jim Cummings, Nikita Hopkins, Ken Sansom, John Fiedler, Peter Cullen, Andre Stojka United States, Japan Tigger goes looking through the Hundred Acre Wood to find his family.",Modern,3,6
s1277,Movie,The Tortoise and the Hare,Wilfred Jackson,,United States,2019-11-12,1935,TV-G,9 min,"Animation, Family, Sports","Hare stops to show off, and the slower Tortoise wins the race. See details for advisory.",2019,11,9,,86,Legacy,Family,84,1277,"Animation, Family, Sports Wilfred Jackson  United States Hare stops to show off, and the slower Tortoise wins the race. See details for advisory.",Classic,3,1
s1278,Movie,The Ugly Dachshund,Norman Tokar,"Dean Jones, Suzanne Pleshette, Charlie Ruggles, Kelly Thordsen, Parley Baer, Robert Kino",United States,2019-11-12,1966,TV-G,93 min,"Animals & Nature, Comedy, Family",The Garrisons live with a Great Dane who thinks he's a dainty dachshund. See details for advisory.,2019,11,93,,55,Legacy,Family,53,1278,"Animals & Nature, Comedy, Family Norman Tokar Dean Jones, Suzanne Pleshette, Charlie Ruggles, Kelly Thordsen, Parley Baer, Robert Kino United States The Garrisons live with a Great Dane who thinks he's a dainty dachshund. See details for advisory.",Classic,3,6
s1279,Movie,The Ugly Duckling,Jack Cutting,,United States,2019-11-12,1939,TV-Y7,9 min,"Animation, Family",A baby duckling is shunned by his family because he is different. See details for advisory.,2019,11,9,,82,Legacy,Kids,80,1279,"Animation, Family Jack Cutting  United States A baby duckling is shunned by his family because he is different. See details for advisory.",Classic,2,1
s1280,Movie,The Ultimate Christmas Present,Greg Beeman,"Hallee Hirsh, Spencer Breslin, Hallie Todd, Brenda Song, John Salley, Susan Ruttan","Canada, United States",2019-11-12,2000,TV-G,81 min,"Comedy, Coming of Age, Fantasy",Allie and Sam lose control of Santa's weather machine.,2019,11,81,,21,Legacy,Family,19,1280,"Comedy, Coming of Age, Fantasy Greg Beeman Hallee Hirsh, Spencer Breslin, Hallie Todd, Brenda Song, John Salley, Susan Ruttan Canada, United States Allie and Sam lose control of Santa's weather machine.",Modern,3,6
s1281,Movie,The Vanishing Prairie,James Algar,Winston Hibler,United States,2019-11-12,1954,G,71 min,"Animals & Nature, Documentary, Family",The story of the American prairie amidst the march of civilization.,2019,11,71,,67,Legacy,Kids,65,1281,"Animals & Nature, Documentary, Family James Algar Winston Hibler United States The story of the American prairie amidst the march of civilization.",Classic,3,1
s1282,Movie,The Wild,Steve Williams,"Kiefer Sutherland, Jim Belushi, Eddie Izzard, Janeane Garofalo, William Shatner, Richard Kind","Canada, United States",2019-11-12,2006,G,86 min,"Action-Adventure, Animation, Comedy","A band of animals escape from the zoo, into the wilds of New York City.",2019,11,86,,15,Legacy,Kids,13,1282,"Action-Adventure, Animation, Comedy Steve Williams Kiefer Sutherland, Jim Belushi, Eddie Izzard, Janeane Garofalo, William Shatner, Richard Kind Canada, United States A band of animals escape from the zoo, into the wilds of New York City.",Modern,3,6
s1283,Movie,The Wise Little Hen,Wilfred Jackson,"Clarence Nash, Florence Gill",United States,2019-11-12,1934,TV-G,8 min,"Animation, Family, Kids",Donald Duck learns that you must work for a harvest. See details for advisory.,2019,11,8,,87,Legacy,Family,85,1283,"Animation, Family, Kids Wilfred Jackson Clarence Nash, Florence Gill United States Donald Duck learns that you must work for a harvest. See details for advisory.",Classic,3,2
s1284,Movie,The Wizards Return: Alex vs. Alex,Victor Gonzalez,"Selena Gomez, Jake T. Austin, Jennifer Stone, Gregg Sulkin, Beau Mirchoff, Maria Canals-Barrera",United States,2019-11-12,2013,TV-G,59 min,"Comedy, Coming of Age, Fantasy",Alex creates a good and evil version of herself.,2019,11,59,,8,Recent,Family,6,1284,"Comedy, Coming of Age, Fantasy Victor Gonzalez Selena Gomez, Jake T. Austin, Jennifer Stone, Gregg Sulkin, Beau Mirchoff, Maria Canals-Barrera United States Alex creates a good and evil version of herself.",Recent,3,6
s1285,TV Show,The World According to Jeff Goldblum,,Jeff Goldblum,United States,2019-11-12,2019,TV-PG,1 Season,Docuseries,Jeff Goldblum explores the fascinating science and history of deceptively familiar objects.,2019,11,,,2,New,Teen,0,1285,Docuseries  Jeff Goldblum United States Jeff Goldblum explores the fascinating science and history of deceptively familiar objects.,Recent,1,1
s1286,Movie,The Young Black Stallion,Simon Wincer,"Richard Romanus, Biana Tamimi, Patrick Elyas, Gerard Rudolf, Ali Ameri, Andries Rossouw",United States,2019-11-12,2003,G,51 min,"Action-Adventure, Animals & Nature, Drama",A girl risks her treasured black stallion to save her family home.,2019,11,51,,18,Legacy,Kids,16,1286,"Action-Adventure, Animals & Nature, Drama Simon Wincer Richard Romanus, Biana Tamimi, Patrick Elyas, Gerard Rudolf, Ali Ameri, Andries Rossouw United States A girl risks her treasured black stallion to save her family home.",Modern,3,6
s1287,Movie,Three Blind Mouseketeers,Dave Hand,"Pinto Colvig, Billy Bletcher",United States,2019-11-12,1936,TV-Y7,9 min,"Animation, Family, Parody",Captain Katt sets traps for the Three Mouseketeers. See details for advisory.,2019,11,9,,85,Legacy,Kids,83,1287,"Animation, Family, Parody Dave Hand Pinto Colvig, Billy Bletcher United States Captain Katt sets traps for the Three Mouseketeers. See details for advisory.",Classic,3,2
s1288,Movie,Three Days,Michael Switzer,,United States,2019-11-12,2001,TV-G,93 min,"Drama, Fantasy",An angel lets a man relive the days before his wife's death.,2019,11,93,,20,Legacy,Family,18,1288,"Drama, Fantasy Michael Switzer  United States An angel lets a man relive the days before his wife's death.",Modern,2,1
s1289,Movie,Three Little Pigs,Burt Gillett,"Billy Bletcher, Pinto Colvig, Dorothy Compton, Mary Moder",United States,2019-11-12,1933,TV-Y7,9 min,"Animation, Family, Kids",A Disney telling of the Three Little Pigs. See details for advisory.,2019,11,9,,88,Legacy,Kids,86,1289,"Animation, Family, Kids Burt Gillett Billy Bletcher, Pinto Colvig, Dorothy Compton, Mary Moder United States A Disney telling of the Three Little Pigs. See details for advisory.",Classic,3,4
s1290,Movie,Three Little Wolves,Dave Hand,,United States,2019-11-12,1936,TV-Y7,9 min,"Animation, Family",Two frivolous pigs blow the wolf horn one too many times. See details for advisory.,2019,11,9,,85,Legacy,Kids,83,1290,"Animation, Family Dave Hand  United States Two frivolous pigs blow the wolf horn one too many times. See details for advisory.",Classic,2,1
s1291,Movie,Three Men and a Baby,Leonard Nimoy,"Tom Selleck, Steve Guttenberg, Ted Danson, Margaret Colin, Celeste Holm, Nancy Travis","United States, France",2019-11-12,1987,PG,103 min,"Buddy, Comedy","Handsome men trade wine, women and song for crib, pacifier and diaper.",2019,11,103,,34,Legacy,Family,32,1291,"Buddy, Comedy Leonard Nimoy Tom Selleck, Steve Guttenberg, Ted Danson, Margaret Colin, Celeste Holm, Nancy Travis United States, France Handsome men trade wine, women and song for crib, pacifier and diaper.",Classic,2,6
s1292,Movie,Three Men and a Little Lady,Emile Ardolino,"Tom Selleck, Steve Guttenberg, Ted Danson, Nancy Travis, Christopher Cazenove, Fiona Shaw",United States,2019-11-12,1990,PG,104 min,"Buddy, Comedy, Romance","Just as three doting fathers are getting the hang of parenthood, their daughter is taken from them.",2019,11,104,,31,Legacy,Family,29,1292,"Buddy, Comedy, Romance Emile Ardolino Tom Selleck, Steve Guttenberg, Ted Danson, Nancy Travis, Christopher Cazenove, Fiona Shaw United States Just as three doting fathers are getting the hang of parenthood, their daughter is taken from them.",Modern,3,6
s1293,Movie,Thru the Mirror,Dave Hand,"Walt Disney, Marcelite Garner, Sonny Dawson",United States,2019-11-12,1936,TV-G,10 min,"Animation, Comedy, Family",Mickey dreams he goes through his mirror to the other side. See details for advisory.,2019,11,10,,85,Legacy,Family,83,1293,"Animation, Comedy, Family Dave Hand Walt Disney, Marcelite Garner, Sonny Dawson United States Mickey dreams he goes through his mirror to the other side. See details for advisory.",Classic,3,3
s1294,Movie,Tiger Cruise,Duwayne Dunham,"Hayden Panettiere, Troy Evans, Bianca Collins, Nathaniel Lee Jr., Nathaniel Lee, Mercedes Colon",United States,2019-11-12,2004,TV-PG,88 min,"Drama, Family","Maddie Dolan is tired of being labeled a “Navy brat.""",2019,11,88,,17,Legacy,Teen,15,1294,"Drama, Family Duwayne Dunham Hayden Panettiere, Troy Evans, Bianca Collins, Nathaniel Lee Jr., Nathaniel Lee, Mercedes Colon United States Maddie Dolan is tired of being labeled a “Navy brat.""",Modern,2,6
s1295,Movie,Tim Burton’s The Nightmare Before Christmas,Henry Selick,"Danny Elfman, Chris Sarandon, Catherine O'Hara, William Hickey, Glenn Shadix, Paul Reubens",United States,2019-11-12,1993,PG,78 min,"Animation, Family, Fantasy",Pumpkin King Jack Skellington tries to take over Christmas.,2019,11,78,,28,Legacy,Family,26,1295,"Animation, Family, Fantasy Henry Selick Danny Elfman, Chris Sarandon, Catherine O'Hara, William Hickey, Glenn Shadix, Paul Reubens United States Pumpkin King Jack Skellington tries to take over Christmas.",Modern,3,6
s1296,TV Show,Timon & Pumbaa,,"Quinton Flynn, Ernie Sabella, Jim Cummings, Nathan Lane",United States,2019-11-12,1995,TV-Y,3 Seasons,"Animation, Buddy, Comedy","Timon, a meerkat, and Pumbaa, a warthog, join together for misadventures in the jungle.",2019,11,,3 Seasons,26,Legacy,Kids,24,1296,"Animation, Buddy, Comedy  Quinton Flynn, Ernie Sabella, Jim Cummings, Nathan Lane United States Timon, a meerkat, and Pumbaa, a warthog, join together for misadventures in the jungle.",Modern,3,4
s1297,Movie,Tin Toy,John Lasseter,"Tinny , Billy",United States,2019-11-12,1988,TV-G,5 min,"Animation, Family, Kids","A scared, Tin Toy realizes he really wants to play.",2019,11,5,,33,Legacy,Family,31,1297,"Animation, Family, Kids John Lasseter Tinny , Billy United States A scared, Tin Toy realizes he really wants to play.",Classic,3,2
s1298,Movie,Tinker Bell,Bradley Raymond,"Mae Whitman, Kristin Chenoweth, Raven-Symoné , Lucy Liu, America Ferrera, Jane Horrocks",United States,2019-11-12,2008,G,81 min,"Action-Adventure, Animation, Fantasy",The story of Disney's most famous fairy is finally revealed.,2019,11,81,,13,Legacy,Kids,11,1298,"Action-Adventure, Animation, Fantasy Bradley Raymond Mae Whitman, Kristin Chenoweth, Raven-Symoné , Lucy Liu, America Ferrera, Jane Horrocks United States The story of Disney's most famous fairy is finally revealed.",Modern,3,6
s1299,Movie,Tinker Bell and the Great Fairy Rescue,Bradley Raymond,"Mae Whitman, Lauren Mote, Michael Sheen, Pamela Adlon, Lucy Liu, Raven-Symoné",United States,2019-11-12,2010,G,80 min,"Action-Adventure, Animation, Fantasy",Tink risks her own safety when she befriends a curious human girl.,2019,11,80,,11,Legacy,Kids,9,1299,"Action-Adventure, Animation, Fantasy Bradley Raymond Mae Whitman, Lauren Mote, Michael Sheen, Pamela Adlon, Lucy Liu, Raven-Symoné United States Tink risks her own safety when she befriends a curious human girl.",Recent,3,6
s1300,Movie,Tinker Bell and the Lost Treasure,Klay Hall,"Mae Whitman, Jesse McCartney, Jane Horrocks, Lucy Liu, Raven-Symoné , Kristin Chenoweth",United States,2019-11-12,2009,G,84 min,"Action-Adventure, Animation, Fantasy",Tink has to set things right when her temper puts Pixie Hollow in danger.,2019,11,84,,12,Legacy,Kids,10,1300,"Action-Adventure, Animation, Fantasy Klay Hall Mae Whitman, Jesse McCartney, Jane Horrocks, Lucy Liu, Raven-Symoné , Kristin Chenoweth United States Tink has to set things right when her temper puts Pixie Hollow in danger.",Modern,3,6
